lemma,count,distinct_hymns,upos_breakdown
śiśu,46,44,"{'NOUN': 43, 'ADJ': 3}"
sapary,45,42,{'VERB': 45}
sūra,45,40,{'NOUN': 45}
jāgṛ,45,37,{'VERB': 45}
anta,45,42,{'NOUN': 45}
ruh,45,42,"{'VERB': 44, 'NOUN': 1}"
amitra,45,36,{'NOUN': 45}
coday,44,40,{'VERB': 44}
vanaspati,44,39,{'NOUN': 44}
māruta,44,35,"{'ADJ': 41, 'NOUN': 3}"
kan,44,37,{'VERB': 44}
navyas,44,42,{'ADJ': 44}
atithi,44,39,{'NOUN': 44}
aṃśu,44,39,{'NOUN': 44}
tavas,44,35,"{'ADJ': 43, 'NOUN': 1}"
maha,44,40,"{'ADJ': 43, 'NOUN': 1}"
varivas,44,41,{'NOUN': 44}
varṇa,44,38,{'NOUN': 44}
samidh,44,37,{'NOUN': 44}
spṛdh,43,39,"{'NOUN': 23, 'VERB': 17, 'ADJ': 3}"
arvāk,43,39,{'ADV': 43}
śakra,43,38,"{'NOUN': 35, 'ADJ': 8}"
navya,43,38,{'ADJ': 43}
magha,43,41,{'NOUN': 43}
pṛc,43,37,"{'VERB': 41, 'NOUN': 2}"
vand,43,41,{'VERB': 43}
arāti,43,36,{'NOUN': 43}
saubhaga,43,42,"{'NOUN': 41, 'ADJ': 2}"
bhā,43,38,"{'VERB': 42, 'NOUN': 1}"
īr,43,38,{'VERB': 43}
aram,43,34,{'ADV': 43}
mṛdh,43,37,"{'NOUN': 28, 'VERB': 15}"
avya,43,30,"{'ADJ': 42, 'NOUN': 1}"
iṣay,42,34,{'VERB': 42}
khyā,42,40,{'VERB': 42}
adhvan,42,41,{'NOUN': 42}
nidhā,42,34,"{'VERB': 39, 'NOUN': 3}"
vasyas,42,31,"{'NOUN': 23, 'ADJ': 19}"
dṛḍha,42,40,"{'NOUN': 2, 'ADJ': 40}"
kva,42,28,{'ADV': 42}
taviṣī,42,35,{'NOUN': 42}
ruśat,42,35,{'ADJ': 42}
dhṛṣ,42,33,{'VERB': 42}
vakṣ,42,35,{'VERB': 42}
prātar,41,31,{'ADV': 41}
mṛḍ,41,34,{'VERB': 41}
śubhra,41,33,{'ADJ': 41}
yaviṣṭha,41,37,{'ADJ': 41}
pṛśni,41,33,"{'NOUN': 31, 'ADJ': 10}"
nau,41,39,{'NOUN': 41}
nakṣ,41,34,{'VERB': 41}
śī,41,35,{'VERB': 41}
sthira,41,35,{'ADJ': 41}
indriya,41,37,"{'ADJ': 23, 'NOUN': 18}"
ric,41,34,{'VERB': 41}
dhur,41,35,{'NOUN': 41}
āre,41,29,{'ADV': 41}
kośa,41,37,{'NOUN': 41}
trā,41,34,"{'NOUN': 3, 'VERB': 38}"
puraṃdhi,40,37,{'NOUN': 40}
vareṇya,40,35,{'ADJ': 40}
draviṇas,40,22,{'NOUN': 40}
iṣṭi,40,38,{'NOUN': 40}
āpi,40,31,"{'NOUN': 38, 'ADJ': 2}"
ri,40,36,{'VERB': 40}
yāma,40,33,{'NOUN': 40}
nṛmṇa,40,36,{'NOUN': 40}
trita,40,30,{'NOUN': 40}
mahitva,40,36,{'NOUN': 40}
haryata,40,26,{'ADJ': 40}
nṛtama,40,37,{'ADJ': 40}
vapus,40,34,"{'NOUN': 39, 'ADJ': 1}"
yadā,40,32,{'SCONJ': 40}
paras,39,31,{'ADV': 39}
stṛ,39,36,{'VERB': 39}
sadas,39,35,{'NOUN': 39}
uttama,39,35,{'ADJ': 39}
madhya,39,36,"{'NOUN': 36, 'ADJ': 3}"
vadh,39,33,{'VERB': 39}
satrā,39,29,{'ADV': 39}
nabh,39,6,"{'NOUN': 1, 'VERB': 38}"
anyaka,39,6,{'ADJ': 39}
pāra,38,36,"{'NOUN': 36, 'ADJ': 2}"
girvaṇas,38,34,{'ADJ': 38}
śuṣṇa,38,33,{'NOUN': 38}
navīyas,38,37,{'ADJ': 38}
samrāj,38,34,{'NOUN': 38}
sani,38,37,"{'NOUN': 34, 'ADJ': 4}"
nava,38,34,{'ADJ': 38}
kadā,38,27,{'ADV': 38}
camū,38,30,{'NOUN': 38}
kutsa,38,32,{'NOUN': 38}
brahmaṇaspati,38,15,{'NOUN': 38}
vivās,38,36,{'VERB': 38}
candra,38,31,"{'ADJ': 35, 'NOUN': 3}"
pratyañc,38,33,{'ADJ': 38}
hatya,38,33,{'NOUN': 38}
ārya,38,36,"{'NOUN': 14, 'ADJ': 24}"
gabhasti,38,38,{'NOUN': 38}
nara,37,31,{'NOUN': 37}
tuj,37,34,"{'VERB': 30, 'NOUN': 4, 'ADJ': 3}"
śak,37,32,{'VERB': 37}
dah,37,31,{'VERB': 37}
dvār,37,37,{'NOUN': 37}
mayobhu,37,29,{'ADJ': 37}
akṣa,37,30,{'NOUN': 37}
vidyut,37,33,"{'NOUN': 33, 'ADJ': 3, 'VERB': 1}"
mūrdhan,37,34,{'NOUN': 37}
prajāvat,37,33,{'ADJ': 37}
nirṇij,37,30,"{'NOUN': 36, 'VERB': 1}"
mīḍhvas,37,35,{'ADJ': 37}
jīva,37,28,"{'ADJ': 29, 'NOUN': 8}"
mahina,37,35,"{'NOUN': 32, 'ADJ': 5}"
āgā,37,30,{'VERB': 37}
mṛga,37,35,{'NOUN': 37}
anehas,37,19,{'ADJ': 37}
nam,37,34,{'VERB': 37}
ukṣan,37,33,{'NOUN': 37}
saṃdṛś,37,35,"{'NOUN': 34, 'VERB': 3}"
āgam,37,33,{'VERB': 37}
niyut,37,29,{'NOUN': 37}
dhanv,37,26,{'VERB': 37}
sādh,36,33,{'VERB': 36}
prāv,36,36,{'VERB': 36}
manīṣin,36,32,"{'ADJ': 35, 'NOUN': 1}"
bheṣaja,36,22,"{'NOUN': 31, 'ADJ': 5}"
nakta,36,31,{'NOUN': 36}
dhāyas,36,32,"{'NOUN': 17, 'ADJ': 19}"
ruj,36,34,{'VERB': 36}
uruṣy,36,28,{'VERB': 36}
duroṇa,36,33,{'NOUN': 36}
śaviṣṭha,36,30,{'ADJ': 36}
oṣadhi,36,30,{'NOUN': 36}
loka,36,31,{'NOUN': 36}
jit,36,19,{'ADJ': 36}
dyut,36,33,"{'VERB': 30, 'NOUN': 6}"
kanikrad,36,28,{'VERB': 36}
ṛtāvṛdh,35,30,{'ADJ': 35}
arṇas,35,33,{'NOUN': 35}
vāhas,35,31,"{'NOUN': 12, 'ADJ': 23}"
māyin,35,31,"{'ADJ': 34, 'NOUN': 1}"
ānuṣak,35,32,{'ADV': 35}
matsara,35,26,"{'ADJ': 33, 'NOUN': 2}"
pṛṇ,35,31,{'VERB': 35}
varūtha,35,32,{'NOUN': 35}
āvis,35,34,{'ADV': 35}
sadman,35,30,{'NOUN': 35}
yoṣā,35,32,{'NOUN': 35}
sat,35,29,{'ADJ': 35}
sāman,35,31,{'NOUN': 35}
bhūman,35,31,{'NOUN': 35}
nitya,35,30,{'ADJ': 35}
ci,35,32,{'VERB': 35}
yuvati,35,30,{'NOUN': 35}
bandhu,35,30,{'NOUN': 35}
artha,34,33,{'NOUN': 34}
vardhana,34,32,"{'ADJ': 28, 'NOUN': 6}"
ran,34,27,"{'VERB': 32, 'NOUN': 2}"
bhūṣ,34,30,{'VERB': 34}
siṣās,34,29,{'VERB': 34}
prāñc,34,33,{'ADJ': 34}
dharuṇa,34,28,"{'ADJ': 13, 'NOUN': 21}"
kathā,34,21,{'ADV': 34}
śreṣṭha,34,33,{'ADJ': 34}
mahan,34,34,{'NOUN': 34}
janus,34,33,{'NOUN': 34}
bahu,34,32,{'ADJ': 34}
purastāt,34,29,{'ADV': 34}
janiman,34,30,{'NOUN': 34}
viśpati,33,31,{'NOUN': 33}
praśasti,33,31,{'NOUN': 33}
adābhya,33,31,{'ADJ': 33}
śeva,33,32,{'ADJ': 33}
aśvāvat,33,31,{'ADJ': 33}
vivasvant,33,31,{'NOUN': 33}
vicarṣaṇi,33,30,{'ADJ': 33}
jā,33,29,"{'ADJ': 27, 'NOUN': 6}"
pravat,33,31,{'NOUN': 33}
śardhas,33,30,{'NOUN': 33}
ṛbhukṣan,33,24,{'NOUN': 33}
jāyā,33,20,{'NOUN': 33}
anti,33,16,{'ADV': 33}
vṛdha,33,28,{'ADJ': 33}
devayu,33,32,{'ADJ': 33}
guh,33,27,{'VERB': 33}
makṣū,32,28,"{'ADV': 31, 'ADJ': 1}"
marya,32,29,{'NOUN': 32}
vīḍu,32,29,{'ADJ': 32}
ṛj,32,28,{'VERB': 32}
śiprā,32,25,{'NOUN': 32}
vīravat,32,30,{'ADJ': 32}
hūti,32,28,{'NOUN': 32}
sadam,32,30,{'ADV': 32}
pṛt,32,31,{'NOUN': 32}
maṃhiṣṭha,32,31,{'ADJ': 32}
bhrāj,32,31,"{'VERB': 29, 'NOUN': 3}"
rej,32,29,{'VERB': 32}
johav,32,29,{'VERB': 32}
yahva,32,29,{'ADJ': 32}
svadhāvat,32,29,{'ADJ': 32}
bhīma,32,32,{'ADJ': 32}
parjanya,32,23,{'NOUN': 32}
vyuṣṭi,32,28,{'NOUN': 32}
bhojana,32,29,"{'ADJ': 1, 'NOUN': 31}"
vicakṣaṇa,32,25,{'ADJ': 32}
jaṭhara,32,30,{'NOUN': 32}
satvan,32,29,"{'NOUN': 29, 'ADJ': 3}"
bhrātṛ,32,28,{'NOUN': 32}
sādhu,32,29,{'ADJ': 32}
gavya,32,31,"{'NOUN': 3, 'ADJ': 29}"
janitṛ,32,21,{'NOUN': 32}
gharma,32,27,{'NOUN': 32}
adruh,31,28,{'ADJ': 31}
usriyā,31,27,{'NOUN': 31}
puruṣṭuta,31,28,"{'NOUN': 27, 'ADJ': 4}"
mṛḍay,31,25,{'VERB': 31}
pre,31,28,{'VERB': 31}
nāka,31,29,{'NOUN': 31}
enas,31,26,{'NOUN': 31}
apara,31,28,"{'PRON': 29, 'ADJ': 2}"
devatāti,31,26,{'NOUN': 31}
suparṇa,31,23,{'NOUN': 31}
kaścit,31,28,{'PRON': 31}
yavasa,31,29,{'NOUN': 31}
vṛka,31,25,{'NOUN': 31}
sapti,31,29,{'NOUN': 31}
hary,31,21,{'VERB': 31}
pājas,31,30,{'NOUN': 31}
daśasy,31,31,{'VERB': 31}
pratīka,31,27,{'NOUN': 31}
asta,31,22,{'NOUN': 31}
stambh,31,28,{'VERB': 31}
vibhā,31,22,"{'VERB': 30, 'NOUN': 1}"
kim,31,23,{'ADV': 31}
vṛkṣa,31,27,{'NOUN': 31}
druh,30,27,"{'VERB': 2, 'ADJ': 6, 'NOUN': 22}"
sūnṛtā,30,27,{'NOUN': 30}
inv,30,28,{'VERB': 30}
dhū,30,28,"{'VERB': 27, 'NOUN': 3}"
avasyu,30,26,{'ADJ': 30}
dhiṣaṇā,30,27,{'NOUN': 30}
āp,30,29,{'VERB': 30}
vartani,30,27,{'NOUN': 30}
pāyu,30,26,{'NOUN': 30}
diś,30,27,"{'NOUN': 16, 'VERB': 14}"
dhātu,30,29,{'NOUN': 30}
sridh,30,26,"{'NOUN': 18, 'VERB': 12}"
pradiv,30,30,{'ADJ': 30}
arati,30,24,{'NOUN': 30}
uśij,30,25,"{'ADJ': 25, 'NOUN': 5}"
raṇa,30,25,{'NOUN': 30}
vayuna,30,28,"{'NOUN': 27, 'ADJ': 3}"
śuna,30,22,{'NOUN': 30}
aśman,30,26,{'NOUN': 30}
nid,29,25,{'NOUN': 29}
āśir,29,24,{'NOUN': 29}
peśas,29,27,{'NOUN': 29}
parijman,29,27,"{'ADJ': 23, 'NOUN': 6}"
drapsa,29,25,{'NOUN': 29}
oka,29,29,{'NOUN': 29}
adbhuta,29,28,{'ADJ': 29}
sidh,29,25,{'VERB': 29}
tvac,29,28,{'NOUN': 29}
ūh,29,26,{'VERB': 29}
upama,29,27,{'ADJ': 29}
purutrā,29,27,{'ADV': 29}
aj,29,28,{'VERB': 29}
kṣetra,29,24,{'NOUN': 29}
jagant,29,26,{'NOUN': 29}
praśaṃs,29,26,{'VERB': 29}
yajiṣṭha,29,25,{'ADJ': 29}
dvitā,29,29,{'ADV': 29}
ariṣṭa,29,26,{'ADJ': 29}
vṛṣṇya,29,27,"{'NOUN': 25, 'ADJ': 4}"
utsa,29,26,{'NOUN': 29}
raṇva,29,25,{'ADJ': 29}
prī,29,28,{'VERB': 29}
śarad,29,27,{'NOUN': 29}
aruṇa,29,27,"{'ADJ': 26, 'NOUN': 3}"
svayam,29,26,{'ADV': 29}
ādhā,29,27,{'VERB': 29}
itas,28,23,{'ADV': 28}
yatas,28,25,{'SCONJ': 28}
budhna,28,26,{'NOUN': 28}
mṛḍīka,28,20,{'NOUN': 28}
viṣ,28,27,"{'VERB': 26, 'NOUN': 2}"
spārha,28,24,{'ADJ': 28}
vartis,28,22,{'NOUN': 28}
pṛkṣ,28,26,"{'NOUN': 27, 'VERB': 1}"
rathya,28,26,"{'ADJ': 25, 'NOUN': 3}"
ripu,28,27,"{'NOUN': 18, 'ADJ': 10}"
sudās,28,15,"{'ADJ': 2, 'NOUN': 26}"
rukma,28,25,{'NOUN': 28}
sarga,28,26,{'NOUN': 28}
praṇīti,28,26,{'NOUN': 28}
vastu,28,25,{'NOUN': 28}
avyaya,28,20,{'ADJ': 28}
avara,28,24,{'ADJ': 28}
ram,28,26,{'VERB': 28}
bhoja,28,16,{'ADJ': 28}
nūtana,27,23,{'ADJ': 27}
daṃsas,27,21,{'NOUN': 27}
sukratu,27,24,{'ADJ': 27}
vibhu,27,25,"{'ADJ': 25, 'NOUN': 2}"
day,27,26,{'VERB': 27}
satpati,27,20,{'NOUN': 27}
harit,27,24,"{'ADJ': 14, 'NOUN': 13}"
puṣṭi,27,26,{'NOUN': 27}
yava,27,25,{'NOUN': 27}
anṛta,27,24,"{'ADJ': 5, 'NOUN': 22}"
śuṣmin,27,26,{'ADJ': 27}
mātariśvan,27,26,{'NOUN': 27}
sruc,27,24,{'NOUN': 27}
svādu,27,19,{'ADJ': 27}
viṣvañc,27,27,{'ADJ': 27}
śardha,27,25,"{'NOUN': 26, 'ADJ': 1}"
duṣṭara,27,24,{'ADJ': 27}
śruṣṭi,27,24,{'NOUN': 27}
aja,27,24,"{'ADJ': 9, 'NOUN': 18}"
kṣā,27,26,{'NOUN': 27}
prasū,27,24,"{'NOUN': 8, 'VERB': 19}"
iṣira,27,26,{'ADJ': 27}
asurya,27,27,"{'NOUN': 18, 'ADJ': 9}"
pāṇi,26,24,{'NOUN': 26}
varcas,26,22,{'NOUN': 26}
makha,26,23,"{'ADJ': 14, 'NOUN': 12}"
yūtha,26,26,{'NOUN': 26}
avitṛ,26,24,{'ADJ': 26}
varpas,26,24,{'NOUN': 26}
arṇava,26,25,"{'NOUN': 21, 'ADJ': 5}"
ścandra,26,23,{'ADJ': 26}
mayas,26,25,{'NOUN': 26}
navati,26,25,{'NOUN': 26}
senā,26,20,{'NOUN': 26}
cyu,26,25,{'VERB': 26}
ātman,26,23,{'NOUN': 26}
āsan,26,25,{'NOUN': 26}
śloka,26,24,"{'NOUN': 25, 'ADJ': 1}"
jāra,26,24,{'NOUN': 26}
madhumattama,26,22,{'ADJ': 26}
upara,26,23,"{'ADJ': 25, 'NOUN': 1}"
bhṛgu,26,22,{'NOUN': 26}
hantama,26,20,{'ADJ': 26}
rājya,26,9,{'NOUN': 26}
sarvatāti,26,15,{'NOUN': 26}
atho,26,16,{'ADV': 26}
śīrṣan,26,22,{'NOUN': 26}
śṛṅga,26,24,{'NOUN': 26}
tantu,26,24,{'NOUN': 26}
pakva,25,25,{'ADJ': 25}
karṇa,25,25,{'NOUN': 25}
śrut,25,25,{'ADJ': 25}
śaṃtama,25,23,{'ADJ': 25}
ābhṛ,25,25,{'VERB': 25}
kṣam,25,21,"{'NOUN': 20, 'VERB': 5}"
ṛṣṭi,25,20,{'NOUN': 25}
vāsas,25,20,{'NOUN': 25}
yātudhāna,25,4,{'NOUN': 25}
puruspṛh,25,22,{'ADJ': 25}
cyut,25,23,{'ADJ': 25}
vraśc,25,19,{'VERB': 25}
śiras,25,22,{'NOUN': 25}
vyoman,25,21,{'NOUN': 25}
abhitas,25,25,{'ADV': 25}
amati,25,23,"{'NOUN': 24, 'ADJ': 1}"
etaśa,25,25,{'NOUN': 25}
vṛthā,25,24,{'ADV': 25}
damūnas,25,24,{'NOUN': 25}
jani,25,25,{'NOUN': 25}
arh,25,21,{'VERB': 25}
vai,25,23,{'PART': 25}
dṛ,25,23,{'VERB': 25}
durmati,25,18,"{'NOUN': 20, 'ADJ': 5}"
pac,25,18,{'VERB': 25}
babhru,25,15,"{'ADJ': 20, 'NOUN': 5}"
haryaśva,25,20,{'NOUN': 25}
riśādas,24,22,{'ADJ': 24}
vipaścit,24,23,{'ADJ': 24}
patay,24,22,{'VERB': 24}
tatra,24,18,{'ADV': 24}
mantra,24,20,{'NOUN': 24}
ghṛtavat,24,23,{'ADJ': 24}
rih,24,19,{'VERB': 24}
nirṛti,24,20,{'NOUN': 24}
navan,24,24,{'NUM': 24}
rapas,24,14,{'NOUN': 24}
sumanas,24,21,{'ADJ': 24}
ṛc,24,20,{'NOUN': 24}
bala,24,21,{'NOUN': 24}
yāvan,24,21,{'NOUN': 24}
vasūyu,24,22,{'ADJ': 24}
randhay,24,18,{'VERB': 24}
śraddhā,24,11,"{'VERB': 4, 'NOUN': 20}"
dhuni,24,22,"{'ADJ': 20, 'NOUN': 4}"
ṛjīṣin,24,22,{'ADJ': 24}
gaya,24,22,{'NOUN': 24}
arcis,24,18,{'NOUN': 24}
śośuc,24,13,{'VERB': 24}
asmayu,24,20,{'ADJ': 24}
vye,24,21,{'VERB': 24}
niṣkṛta,23,21,{'NOUN': 23}
śūṣa,23,21,"{'NOUN': 18, 'ADJ': 5}"
vala,23,19,{'NOUN': 23}
hotrā,23,23,{'NOUN': 23}
camasa,23,14,{'NOUN': 23}
saprathas,23,21,{'ADJ': 23}
yujya,23,21,"{'ADJ': 17, 'NOUN': 6}"
tṛp,23,21,{'VERB': 23}
gabhīra,23,22,{'ADJ': 23}
dūra,23,20,"{'NOUN': 20, 'ADJ': 3}"
prayam,23,22,{'VERB': 23}
dham,23,21,{'VERB': 23}
yos,23,21,{'NOUN': 23}
sūkta,23,22,"{'NOUN': 22, 'ADJ': 1}"
añji,23,22,"{'ADJ': 3, 'NOUN': 20}"
dabh,23,22,{'VERB': 23}
suga,23,20,"{'NOUN': 19, 'ADJ': 4}"
purūvasu,23,21,{'ADJ': 23}
devatrā,23,22,{'ADV': 23}
ābhū,23,18,"{'NOUN': 16, 'VERB': 7}"
apatya,23,22,{'NOUN': 23}
manuṣya,23,21,"{'ADJ': 11, 'NOUN': 12}"
vibhāvan,23,20,{'ADJ': 23}
pitu,23,15,{'NOUN': 23}
abhīka,23,23,{'NOUN': 23}
tatas,23,20,{'ADV': 23}
paty,23,19,{'VERB': 23}
mṛ,23,18,{'VERB': 23}
marmṛj,23,23,{'VERB': 23}
arvan,23,23,"{'NOUN': 22, 'ADJ': 1}"
janitrī,23,14,{'NOUN': 23}
vṛh,23,17,{'VERB': 23}
sudhita,23,22,{'ADJ': 23}
tṛtīya,23,21,{'ADJ': 23}
tapas,23,17,{'NOUN': 23}
vāghant,22,20,{'NOUN': 22}
yoga,22,20,{'NOUN': 22}
vāṇī,22,20,{'NOUN': 22}
tvota,22,20,{'ADJ': 22}
keśin,22,15,"{'ADJ': 21, 'NOUN': 1}"
nonāv,22,17,{'VERB': 22}
dhartṛ,22,22,"{'NOUN': 21, 'ADJ': 1}"
gāyatra,22,16,{'NOUN': 22}
tīvra,22,20,{'ADJ': 22}
viśvāyu,22,21,{'ADJ': 22}
jāgṛvi,22,19,{'ADJ': 22}
pramati,22,17,{'NOUN': 22}
manuṣvat,22,18,{'ADV': 22}
anarvan,22,20,{'ADJ': 22}
śambara,22,21,{'NOUN': 22}
majman,22,19,{'NOUN': 22}
āyasa,22,20,{'ADJ': 22}
roro,22,21,{'VERB': 22}
piś,22,19,"{'VERB': 19, 'NOUN': 3}"
ūrva,22,21,"{'ADJ': 4, 'NOUN': 18}"
hotra,22,17,{'NOUN': 22}
vip,22,20,"{'VERB': 8, 'NOUN': 13, 'ADJ': 1}"
vap,22,20,{'VERB': 22}
urviyā,22,20,{'ADV': 22}
jrayas,22,16,{'NOUN': 22}
ghoṣa,22,20,{'NOUN': 22}
iṣa,22,22,{'ADJ': 22}
krīḍ,22,19,{'VERB': 22}
adeva,22,20,"{'ADJ': 17, 'NOUN': 5}"
pathyā,22,22,{'NOUN': 22}
tūya,22,19,{'ADJ': 22}
dugha,21,19,{'ADJ': 21}
tanu,21,19,"{'NOUN': 20, 'ADJ': 1}"
kāmya,21,19,{'ADJ': 21}
mandin,21,14,{'ADJ': 21}
svarvat,21,20,{'ADJ': 21}
havana,21,21,{'NOUN': 21}
bhūyas,21,19,"{'ADJ': 14, 'ADV': 7}"
juhū,21,19,{'NOUN': 21}
ṛdh,21,21,{'VERB': 21}
medhā,21,21,{'NOUN': 21}
sas,21,13,{'VERB': 21}
vṛjina,21,18,"{'ADJ': 13, 'NOUN': 8}"
tṛṣ,21,19,{'VERB': 21}
sthātṛ,21,20,"{'ADJ': 17, 'NOUN': 4}"
citay,21,18,{'VERB': 21}
durga,21,16,"{'NOUN': 20, 'ADJ': 1}"
sādhana,21,19,{'ADJ': 21}
catuṣpada,21,19,{'ADJ': 21}
taraṇi,21,18,{'ADJ': 21}
sanāt,21,19,{'ADV': 21}
pūru,21,20,{'NOUN': 21}
rad,21,21,{'VERB': 21}
dṛh,21,21,{'VERB': 21}
vāś,21,20,{'VERB': 21}
duvasy,21,19,{'VERB': 21}
joṣa,21,21,{'NOUN': 21}
śveta,21,18,{'ADJ': 21}
vaśa,21,20,{'NOUN': 21}
mithuna,21,20,"{'NOUN': 15, 'ADJ': 6}"
jāta,21,21,{'NOUN': 21}
vāsay,21,20,{'VERB': 21}
sūryā,21,7,{'NOUN': 21}
vājinīvasu,21,15,{'ADJ': 21}
purohita,20,17,{'NOUN': 20}
spṛś,20,20,"{'ADJ': 6, 'VERB': 14}"
usrā,20,19,{'NOUN': 20}
sūnṛta,20,11,"{'NOUN': 2, 'ADJ': 18}"
duvas,20,20,"{'NOUN': 19, 'ADJ': 1}"
parvan,20,17,{'NOUN': 20}
abhva,20,14,"{'NOUN': 19, 'ADJ': 1}"
divā,20,17,{'ADV': 20}
madhyama,20,19,{'ADJ': 20}
anāgas,20,19,{'ADJ': 20}
tvāvat,20,18,{'ADJ': 20}
yojana,20,17,{'NOUN': 20}
trātṛ,20,19,"{'NOUN': 19, 'ADJ': 1}"
avṛka,20,19,"{'NOUN': 2, 'ADJ': 18}"
pavi,20,20,{'NOUN': 20}
amīvā,20,17,{'NOUN': 20}
dhūma,20,20,{'NOUN': 20}
jambha,20,19,{'NOUN': 20}
turvaśa,20,18,{'NOUN': 20}
vanin,20,20,"{'NOUN': 18, 'ADJ': 2}"
ṛju,20,18,{'ADJ': 20}
bhās,20,17,{'NOUN': 20}
śravasyu,20,18,{'ADJ': 20}
dvipad,20,18,{'NOUN': 20}
udi,20,17,{'VERB': 20}
mahay,20,18,{'VERB': 20}
ina,20,18,{'ADJ': 20}
śvi,20,18,{'VERB': 20}
bahula,20,19,{'ADJ': 20}
kṣema,20,19,{'NOUN': 20}
vena,20,17,"{'NOUN': 17, 'ADJ': 3}"
bharadvāja,20,18,{'NOUN': 20}
samyañc,20,18,{'ADJ': 20}
abhiśasti,20,19,{'NOUN': 20}
nud,20,19,{'VERB': 20}
ṛkvan,20,17,{'ADJ': 20}
madintama,20,17,{'ADJ': 20}
pradiś,20,17,"{'NOUN': 19, 'VERB': 1}"
niyutvat,20,16,{'ADJ': 20}
heti,20,19,{'NOUN': 20}
vṛṣ,20,18,{'VERB': 20}
nādh,20,18,{'VERB': 20}
rebha,20,19,"{'NOUN': 19, 'ADJ': 1}"
paścāt,20,18,{'ADV': 20}
āṃ,20,20,{'ADV': 20}
dhātṛ,20,17,{'NOUN': 20}
kṣip,20,17,"{'VERB': 7, 'NOUN': 13}"
puroḍāś,20,10,{'NOUN': 20}
śṛ,20,11,{'VERB': 20}
vivakṣ,20,3,{'VERB': 20}
ṛtvij,19,18,{'NOUN': 19}
medha,19,19,{'NOUN': 19}
medhira,19,18,{'ADJ': 19}
svāhā,19,17,"{'NOUN': 3, 'ADV': 16}"
ghora,19,19,{'ADJ': 19}
gandharva,19,14,{'NOUN': 19}
sotṛ,19,17,{'ADJ': 19}
stotra,19,19,{'NOUN': 19}
namasy,19,18,{'VERB': 19}
avadya,19,18,"{'ADJ': 5, 'NOUN': 14}"
doṣā,19,18,"{'ADV': 15, 'NOUN': 4}"
ukṣ,19,19,{'VERB': 19}
varṣiṣṭha,19,18,{'ADJ': 19}
māna,19,18,{'NOUN': 19}
chardis,19,15,{'NOUN': 19}
acyuta,19,19,{'ADJ': 19}
avata,19,14,{'NOUN': 19}
stanay,19,18,{'VERB': 19}
vayā,19,18,{'NOUN': 19}
vyadh,19,12,{'VERB': 19}
dardar,19,17,{'VERB': 19}
nabhas,19,18,{'NOUN': 19}
guhya,19,17,"{'ADJ': 17, 'NOUN': 2}"
pātra,19,18,{'NOUN': 19}
andha,19,18,{'ADJ': 19}
dyukṣa,19,18,{'ADJ': 19}
pāthas,19,18,{'NOUN': 19}
kṛp,19,18,"{'VERB': 11, 'NOUN': 8}"
vajrivat,19,10,{'ADJ': 19}
iyakṣ,19,16,{'VERB': 19}
śudh,19,7,{'VERB': 19}
taviṣa,19,16,"{'ADJ': 15, 'NOUN': 4}"
dāti,19,17,{'NOUN': 19}
āgas,19,17,{'NOUN': 19}
śṛdh,19,17,{'VERB': 19}
poṣa,18,18,{'NOUN': 18}
pare,18,14,{'VERB': 18}
anavadya,18,17,{'ADJ': 18}
sahasvat,18,16,{'ADJ': 18}
astṛ,18,18,{'NOUN': 18}
viśvacarṣaṇi,18,18,{'ADJ': 18}
bodhay,18,16,{'VERB': 18}
gṛhapati,18,16,{'NOUN': 18}
āsya,18,17,{'NOUN': 18}
dātṛ,18,17,"{'ADJ': 17, 'NOUN': 1}"
śamī,18,18,{'NOUN': 18}
somin,18,15,{'ADJ': 18}
śambhu,18,16,{'ADJ': 18}
bandh,18,15,{'VERB': 18}
śrath,18,17,"{'VERB': 11, 'NOUN': 7}"
parī,18,16,{'VERB': 18}
tṛd,18,16,{'VERB': 18}
avasṛj,18,18,{'VERB': 18}
mih,18,18,"{'NOUN': 11, 'VERB': 7}"
ojiṣṭha,18,18,{'ADJ': 18}
virūpa,18,17,"{'NOUN': 4, 'ADJ': 14}"
vandhura,18,17,{'NOUN': 18}
tviṣ,18,18,"{'VERB': 10, 'NOUN': 8}"
rabh,18,15,{'VERB': 18}
gotama,18,15,{'NOUN': 18}
carkar,18,17,{'VERB': 18}
nyāñc,18,16,{'ADJ': 18}
bhikṣ,18,17,{'VERB': 18}
udan,18,15,{'NOUN': 18}
mādhvī,18,7,{'ADJ': 18}
nṛvat,18,18,{'ADJ': 18}
ajasra,18,17,{'ADJ': 18}
śaru,18,16,{'NOUN': 18}
vṛṣaṇvasu,18,11,{'ADJ': 18}
tur,18,18,"{'NOUN': 2, 'VERB': 14, 'ADJ': 2}"
divodāsa,18,15,{'NOUN': 18}
ādā,18,15,{'VERB': 18}
ṛtuthā,18,18,{'ADV': 18}
mṛtyu,18,14,{'NOUN': 18}
yajvan,17,15,"{'ADJ': 8, 'NOUN': 9}"
vājinīvat,17,14,{'ADJ': 17}
kevala,17,14,{'ADJ': 17}
akṣita,17,16,{'ADJ': 17}
sātama,17,16,{'ADJ': 17}
vāha,17,16,"{'ADJ': 15, 'NOUN': 2}"
āvivās,17,16,{'VERB': 17}
ṣaṣ,17,13,{'NUM': 17}
katama,17,11,{'PRON': 17}
