lemma,count,distinct_hymns,upos_breakdown
amānuṣa,2,2,{'ADJ': 2}
viśvarūpa,2,2,{'NOUN': 2}
anudā,2,2,{'VERB': 2}
sadhri,2,2,"{'ADJ': 1, 'NOUN': 1}"
titikṣ,2,2,{'VERB': 2}
śevadhi,2,2,{'NOUN': 2}
nipū,2,2,{'VERB': 2}
kṣamya,2,2,{'ADJ': 2}
avaṃśa,2,2,{'NOUN': 2}
asnātṛ,2,2,{'ADJ': 2}
jyeṣṭhatama,2,2,{'ADJ': 2}
dādhṛṣi,2,2,{'ADJ': 2}
nibudh,2,2,{'VERB': 2}
ratheṣṭha,2,2,{'ADJ': 2}
dvitīya,2,2,{'ADJ': 2}
mṛdhas,2,2,{'NOUN': 2}
prāya,2,1,{'NOUN': 2}
stavat,2,2,{'ADJ': 2}
duṣṭarītu,2,2,{'ADJ': 2}
samaś,2,2,{'VERB': 2}
gaṇapati,2,2,{'NOUN': 2}
vibādh,2,2,{'VERB': 2}
parirāp,2,1,{'ADJ': 2}
dambhana,2,2,{'ADJ': 2}
tapana,2,2,{'ADJ': 2}
kutaścana,2,2,{'ADV': 2}
dhvaras,2,2,{'NOUN': 2}
abhidipsu,2,1,{'ADJ': 2}
kartva,2,2,"{'NOUN': 1, 'ADJ': 1}"
mehanāvat,2,2,{'ADJ': 2}
rādhya,2,2,{'ADJ': 2}
dhunay,2,2,{'VERB': 2}
svapnaj,2,2,{'ADJ': 2}
vicṛt,2,2,"{'VERB': 1, 'NOUN': 1}"
khā,2,2,{'NOUN': 2}
pracyu,2,2,{'VERB': 2}
abhikṣattṛ,2,2,{'NOUN': 2}
sina,2,2,{'NOUN': 2}
vasman,2,2,{'NOUN': 2}
dāya,2,2,"{'ADJ': 1, 'NOUN': 1}"
tvādatta,2,2,{'ADJ': 2}
abhīti,2,2,{'NOUN': 2}
mṛḍayāku,2,2,{'ADJ': 2}
arcin,2,2,{'ADJ': 2}
aśas,2,2,{'ADJ': 2}
nimih,2,2,{'VERB': 2}
anidhma,2,2,{'ADJ': 2}
prahu,2,2,{'VERB': 2}
med,2,2,{'VERB': 2}
saṃhā,2,2,{'VERB': 2}
dhardhṛ,2,2,{'VERB': 2}
nidhimat,2,2,{'ADJ': 2}
saṃdadi,2,2,{'ADJ': 2}
viṣūvṛt,2,2,{'ADJ': 2}
nṛpāyya,2,2,{'ADJ': 2}
aritṛ,2,2,{'NOUN': 2}
iṣumat,2,2,{'ADJ': 2}
vādin,2,1,{'ADJ': 2}
śakunti,2,2,{'NOUN': 2}
sarvatas,2,2,{'ADV': 2}
puṇya,2,2,{'ADJ': 2}
vapuṣy,2,2,{'VERB': 2}
vraj,2,2,{'VERB': 2}
saṃhan,2,2,{'VERB': 2}
babhri,2,2,{'ADJ': 2}
paniṣṭha,2,2,{'ADJ': 2}
duṣ,2,2,{'VERB': 2}
poṣin,2,2,{'ADJ': 2}
sārasvata,2,2,{'NOUN': 2}
manana,2,2,"{'NOUN': 1, 'ADJ': 1}"
roka,2,2,{'NOUN': 2}
miti,2,2,{'NOUN': 2}
kṣetrasādhas,2,2,{'NOUN': 2}
dīditi,2,2,{'NOUN': 2}
abhipā,2,2,{'VERB': 2}
samās,2,2,{'VERB': 2}
apiśarvara,2,2,{'NOUN': 2}
jitvan,2,2,{'ADJ': 2}
aptūrya,2,2,{'NOUN': 2}
haviṣmant,2,2,{'NOUN': 2}
puṣṭimat,2,2,{'ADJ': 2}
sattṛ,2,2,{'ADJ': 2}
kṛtvas,2,2,{'ADV': 2}
rātin,2,2,{'ADJ': 2}
śikṣu,2,2,{'ADJ': 2}
udbhṛ,2,2,{'VERB': 2}
devaśravas,2,1,{'NOUN': 2}
meḍi,2,2,{'NOUN': 2}
dhitāvan,2,2,{'ADJ': 2}
yantur,2,2,{'NOUN': 2}
vijan,2,2,{'VERB': 2}
asreman,2,2,{'ADJ': 2}
dhāyu,2,2,{'ADJ': 2}
sāmana,2,2,{'ADJ': 2}
mūla,2,2,{'NOUN': 2}
vantṛ,2,2,{'NOUN': 2}
svaryu,2,2,{'ADJ': 2}
vipratama,2,2,{'ADJ': 2}
manthin,2,2,"{'ADJ': 1, 'NOUN': 1}"
prasṛj,2,2,{'VERB': 2}
sphigī,2,2,{'NOUN': 2}
āp￞,2,2,{'VERB': 2}
viṣita,2,2,{'ADJ': 2}
śutudrī,2,2,{'NOUN': 2}
muhūrta,2,2,{'NOUN': 2}
puruṣatrā,2,2,{'ADV': 2}
srotyā,2,2,{'NOUN': 2}
prarocay,2,2,{'VERB': 2}
abhisṛj,2,2,{'VERB': 2}
māhināvat,2,2,{'ADJ': 2}
śaphavat,2,2,{'ADJ': 2}
sammṛj,2,2,{'VERB': 2}
mayūra,2,2,{'NOUN': 2}
pāśin,2,2,"{'NOUN': 1, 'ADJ': 1}"
āruja,2,2,{'ADJ': 2}
śāmbara,2,2,{'ADJ': 2}
inatama,2,2,{'ADJ': 2}
ākara,2,2,{'NOUN': 2}
karambhin,2,2,{'ADJ': 2}
apūpavat,2,2,{'ADJ': 2}
apūpa,2,2,{'NOUN': 2}
sāva,2,2,{'NOUN': 2}
sasarparī,2,1,{'NOUN': 2}
āvid,2,2,{'VERB': 2}
panitṛ,2,2,{'ADJ': 2}
dhṛṣṇuṣeṇa,2,2,{'ADJ': 2}
antarvat,2,2,{'ADJ': 2}
retodhā,2,2,{'ADJ': 2}
agopa,2,2,{'ADJ': 2}
dyotani,2,2,{'NOUN': 2}
kaccit,2,2,{'ADV': 2}
purūcī,2,2,{'NOUN': 2}
pratimā,2,2,"{'VERB': 1, 'NOUN': 1}"
samukṣ,2,2,{'VERB': 2}
homan,2,2,{'NOUN': 2}
tujya,2,2,{'ADJ': 2}
anāmin,2,2,{'ADJ': 2}
ayantra,2,2,"{'ADJ': 1, 'NOUN': 1}"
kārā,2,2,{'NOUN': 2}
javiṣṭha,2,2,{'ADJ': 2}
apramṛṣya,2,2,{'ADJ': 2}
nidhāray,2,2,{'VERB': 2}
tanayitnu,2,2,{'ADJ': 2}
pṛṣṭhya,2,2,{'ADJ': 2}
dhan,2,2,{'VERB': 2}
āśuyā,2,2,{'ADV': 2}
ulkā,2,2,{'NOUN': 2}
sadhanī,2,2,{'ADJ': 2}
satyatāti,2,2,{'NOUN': 2}
reku,2,2,{'ADJ': 2}
maryādā,2,2,{'NOUN': 2}
pratītya,2,2,{'NOUN': 2}
sudṛśīka,2,2,{'ADJ': 2}
dhvasman,2,2,{'NOUN': 2}
saṃvas,2,2,{'VERB': 2}
tuviṣvaṇas,2,2,{'ADJ': 2}
apnavāna,2,2,{'NOUN': 2}
viyuti,2,2,{'NOUN': 2}
anuvā,2,2,{'VERB': 2}
prasah,2,2,{'VERB': 2}
gaviṣa,2,2,{'ADJ': 2}
nibandh,2,2,{'VERB': 2}
sṛñjaya,2,2,{'NOUN': 2}
sarūpa,2,2,{'ADJ': 2}
vaidathina,2,2,{'NOUN': 2}
muhuka,2,2,{'NOUN': 2}
ṛd,2,2,{'VERB': 2}
satrāhan,2,2,{'ADJ': 2}
janīy,2,2,{'VERB': 2}
tiraścatā,2,2,{'ADV': 2}
pādagṛhya,2,2,{'ADV': 2}
āntra,2,2,{'NOUN': 2}
viśvadhena,2,1,{'ADJ': 2}
viyam,2,2,{'VERB': 2}
taraṇa,2,2,{'NOUN': 2}
nabhanu,2,2,{'NOUN': 2}
vakva,2,2,{'ADJ': 2}
saṃga,2,2,{'NOUN': 2}
sṛṇya,2,2,{'ADJ': 2}
udvṛṣ,2,2,{'VERB': 2}
ūrṇā,2,2,{'NOUN': 2}
kratūy,2,2,{'VERB': 2}
śatatama,2,2,{'ADJ': 2}
veśya,2,2,{'NOUN': 2}
ṛjīpin,2,2,{'ADJ': 2}
joṣam,2,2,{'ADV': 2}
indrāvat,2,2,{'ADJ': 2}
prasita,2,2,{'ADJ': 2}
vanu,2,2,{'NOUN': 2}
śaśīyas,2,2,{'ADJ': 2}
anyathā,2,2,{'ADV': 2}
bhāsas,2,2,{'NOUN': 2}
sukarman,2,2,"{'NOUN': 1, 'ADJ': 1}"
kṣemay,2,2,{'VERB': 2}
agre,2,1,{'ADV': 2}
caturdhā,2,1,{'ADV': 2}
jur,2,2,{'NOUN': 2}
vājintama,2,2,{'ADJ': 2}
śuśrūṣ,2,2,{'VERB': 2}
durvartu,2,2,{'ADJ': 2}
pragardhin,2,2,{'ADJ': 2}
apikakṣa,2,2,{'NOUN': 2}
nṛṣad,2,2,"{'ADJ': 1, 'NOUN': 1}"
yuvadryañc,2,2,{'ADJ': 2}
saṃgati,2,2,{'NOUN': 2}
pratijanya,2,1,{'ADJ': 2}
vimadhya,2,2,{'NOUN': 2}
cikitvit,2,2,{'ADV': 2}
prasavītṛ,2,2,{'NOUN': 2}
śunāsīra,2,1,{'NOUN': 2}
phāla,2,2,{'NOUN': 2}
upāṃśu,2,2,"{'NOUN': 1, 'ADV': 1}"
vam,2,2,{'VERB': 2}
avacakṣ,2,2,{'VERB': 2}
sarit,2,2,{'NOUN': 2}
medhya,2,2,"{'ADJ': 1, 'NOUN': 1}"
gaviṣṭhira,2,2,{'NOUN': 2}
anindra,2,2,{'ADJ': 2}
nido,2,2,{'VERB': 2}
tvadrik,2,2,{'ADV': 2}
putrin,2,2,{'ADJ': 2}
darvī,2,2,{'NOUN': 2}
hiriśmaśru,2,2,{'ADJ': 2}
śucidat,2,2,{'ADJ': 2}
vivici,2,2,{'ADJ': 2}
araṇī,2,2,{'NOUN': 2}
hvārya,2,2,{'NOUN': 2}
dhmātṛ,2,1,{'NOUN': 2}
vibhvāsah,2,2,{'ADJ': 2}
ṛtay,2,2,{'VERB': 2}
dhvṛ,2,2,{'VERB': 2}
prasad,2,2,{'VERB': 2}
dvita,2,2,{'NOUN': 2}
avasthā,2,2,"{'NOUN': 1, 'VERB': 1}"
dugdha,2,2,{'NOUN': 2}
bhasman,2,2,{'ADJ': 2}
śociṣṭha,2,2,{'ADJ': 2}
parāji,2,2,{'VERB': 2}
evam,2,2,{'ADV': 2}
jāspatya,2,2,{'NOUN': 2}
ṛṇaṃcaya,2,1,{'NOUN': 2}
janivat,2,2,{'ADJ': 2}
śaktīvat,2,2,{'ADJ': 2}
dhiyasāna,2,2,{'ADJ': 2}
paurukutsya,2,2,{'NOUN': 2}
hiraṇin,2,2,{'ADJ': 2}
cara,2,2,{'ADJ': 2}
kam,2,2,{'VERB': 2}
satvana,2,2,{'NOUN': 2}
akūpāra,2,2,{'NOUN': 2}
etarī,2,2,{'NOUN': 2}
vitta,2,2,{'NOUN': 2}
acakra,2,2,{'ADJ': 2}
tucchya,2,2,"{'ADJ': 1, 'NOUN': 1}"
vapāvat,2,2,{'ADJ': 2}
upas,2,2,{'NOUN': 2}
visruh,2,2,{'NOUN': 2}
yādṛś,2,1,{'ADJ': 2}
rasavat,2,2,{'ADJ': 2}
apej,2,2,{'VERB': 2}
saṃvartay,2,2,{'VERB': 2}
āpṛc,2,2,"{'VERB': 1, 'ADJ': 1}"
sacathya,2,2,"{'NOUN': 1, 'ADJ': 1}"
patheṣṭhā,2,2,{'ADJ': 2}
abhidhā,2,2,{'VERB': 2}
āntarikṣa,2,2,{'ADJ': 2}
amāt,2,2,{'ADV': 2}
kubhā,2,2,{'NOUN': 2}
krumu,2,2,{'NOUN': 2}
dhānya,2,2,{'NOUN': 2}
antarikṣya,2,2,{'ADJ': 2}
sabharas,2,2,{'ADJ': 2}
tiṣya,2,2,{'NOUN': 2}
sadyaūti,2,2,{'ADJ': 2}
virokin,2,2,{'ADJ': 2}
mīḍhuṣmat,2,2,{'ADJ': 2}
kṣud,2,2,{'VERB': 2}
ācyu,2,2,{'VERB': 2}
katham,2,2,{'ADV': 2}
putrakṛtha,2,2,{'NOUN': 2}
rathavīti,2,1,{'NOUN': 2}
dhṛtadakṣa,2,2,{'ADJ': 2}
aśvājanī,2,2,{'NOUN': 2}
ativyadh,2,2,{'VERB': 2}
tanyu,2,1,{'ADJ': 2}
citrya,2,2,{'ADJ': 2}
jrayasāna,2,2,{'ADJ': 2}
varasyā,2,2,{'NOUN': 2}
ātap,2,2,{'VERB': 2}
madhūyu,2,2,{'ADJ': 2}
carkṛti,2,2,{'NOUN': 2}
karhicit,2,2,{'ADV': 2}
bodhinmanas,2,2,{'ADJ': 2}
sāya,2,2,{'NOUN': 2}
vanīyas,2,2,{'ADJ': 2}
puṣkariṇī,2,2,{'NOUN': 2}
daśamāsya,2,1,{'ADJ': 2}
dāmanvat,2,2,{'ADJ': 2}
ubhayatas,2,2,{'ADV': 2}
vṛṣṇyāvat,2,2,{'ADJ': 2}
udanvat,2,2,{'ADJ': 2}
taviṣīy,2,2,{'VERB': 2}
āreagha,2,2,{'ADJ': 2}
samṛdh,2,2,{'NOUN': 2}
vanejā,2,2,{'ADJ': 2}
ghṛṇi,2,2,{'NOUN': 2}
vadman,2,2,{'ADJ': 2}
hrut,2,2,{'NOUN': 2}
anuyā,2,2,{'VERB': 2}
pāpat,2,2,{'VERB': 2}
otu,2,1,{'NOUN': 2}
sīkṣ,2,2,{'VERB': 2}
vītahavya,2,1,{'NOUN': 2}
taruṣa,2,2,{'NOUN': 2}
dhvasmanvat,2,2,{'ADJ': 2}
ūrṇāvat,2,2,{'ADJ': 2}
pūrta,2,2,{'NOUN': 2}
akṣipat,2,2,{'ADV': 2}
saṃdṛśa,2,2,{'ADJ': 2}
śaryahan,2,2,{'NOUN': 2}
samadvan,2,2,{'ADJ': 2}
damāy,2,2,{'VERB': 2}
aradhra,2,2,{'ADJ': 2}
amina,2,2,{'ADJ': 2}
daśoṇi,2,1,{'NOUN': 2}
sāpya,2,2,{'NOUN': 2}
śrama,2,2,{'NOUN': 2}
goṛjīka,2,2,{'ADJ': 2}
karvara,2,2,{'NOUN': 2}
nṛṣahya,2,2,{'NOUN': 2}
tuji,2,2,{'NOUN': 2}
varaśikha,2,1,{'NOUN': 2}
abhyāvartin,2,1,{'NOUN': 2}
cāyamāna,2,1,{'NOUN': 2}
khilya,2,2,{'NOUN': 2}
riś,2,2,{'VERB': 2}
vātatama,2,2,{'ADJ': 2}
prapathin,2,2,"{'ADJ': 1, 'NOUN': 1}"
anapāvṛt,2,2,{'ADJ': 2}
dudhi,2,2,{'ADJ': 2}
āsṛ,2,2,{'VERB': 2}
araṃgama,2,2,{'ADJ': 2}
dyumnavattama,2,2,{'ADJ': 2}
vṛddha,2,2,{'ADJ': 2}
ādediś,2,2,{'VERB': 2}
stiyā,2,2,{'NOUN': 2}
niguh,2,2,{'VERB': 2}
śaṃsin,2,2,{'ADJ': 2}
bṛbu,2,1,{'NOUN': 2}
kakṣa,2,2,{'NOUN': 2}
dātama,2,2,{'ADJ': 2}
pibdana,2,2,{'ADJ': 2}
sattra,2,2,{'NOUN': 2}
tṛkṣi,2,2,{'NOUN': 2}
āmis,2,2,{'NOUN': 2}
dehī,2,2,{'NOUN': 2}
prahṛ,2,2,{'VERB': 2}
stan,2,2,{'VERB': 2}
ketumat,2,2,{'ADJ': 2}
sameddhṛ,2,2,{'ADJ': 2}
partṛ,2,2,{'NOUN': 2}
evayāvan,2,2,{'ADJ': 2}
dadhanvat,2,1,{'ADJ': 2}
vṛtraha,2,1,{'ADJ': 2}
durādharṣa,2,2,{'ADJ': 2}
ṛbhva,2,2,{'ADJ': 2}
pravij,2,2,{'VERB': 2}
parjanyāvāta,2,2,{'NOUN': 2}
sakhitvana,2,2,{'NOUN': 2}
yaṣṭṛ,2,2,{'ADJ': 2}
paricakṣ,2,2,{'VERB': 2}
likh,2,1,{'VERB': 2}
kikirā,2,1,{'ADV': 2}
āhvā,2,2,{'VERB': 2}
ahruta,2,2,{'ADJ': 2}
drogha,2,2,{'ADJ': 2}
savrata,2,2,{'ADJ': 2}
saṃrā,2,2,{'VERB': 2}
apinah,2,2,{'VERB': 2}
gopāy,2,2,{'VERB': 2}
ganīgam,2,2,{'VERB': 2}
prapada,2,2,{'NOUN': 2}
śaravyā,2,2,{'NOUN': 2}
dhūrv,2,2,{'VERB': 2}
prendh,2,2,{'VERB': 2}
sūrmi,2,2,{'NOUN': 2}
nisvara,2,2,{'ADJ': 2}
akṣarā,2,2,{'NOUN': 2}
āhavana,2,2,{'NOUN': 2}
bhṛma,2,2,{'NOUN': 2}
vikṣi,2,2,{'VERB': 2}
akratu,2,2,{'ADJ': 2}
apācīna,2,2,{'ADJ': 2}
damay,2,2,{'VERB': 2}
namay,2,2,{'VERB': 2}
hṛt,2,2,{'ADJ': 2}
vaniṣṭha,2,2,{'ADJ': 2}
śāpa,2,2,{'NOUN': 2}
yakṣu,2,1,{'NOUN': 2}
matsya,2,2,{'NOUN': 2}
cāy,2,2,{'VERB': 2}
ranti,2,2,{'NOUN': 2}
srakti,2,2,{'NOUN': 2}
parāśara,2,2,{'NOUN': 2}
sti,2,2,{'NOUN': 2}
tvayata,2,2,{'ADJ': 2}
bhīṣā,2,2,{'NOUN': 2}
upaśru,2,2,{'VERB': 2}
kaparda,2,2,{'NOUN': 2}
dāśarājña,2,2,{'NOUN': 2}
śakvarī,2,2,{'NOUN': 2}
nāth,2,2,{'VERB': 2}
uloka,2,2,{'NOUN': 2}
aśeva,2,2,{'ADJ': 2}
ririkṣ,2,2,{'VERB': 2}
jaradaṣṭi,2,2,{'ADJ': 2}
anugra,2,2,{'ADJ': 2}
bhakta,2,2,{'NOUN': 2}
sanavitta,2,2,{'ADJ': 2}
aṣṭhīvant,2,2,{'NOUN': 2}
dih,2,2,{'VERB': 2}
śalmali,2,2,{'NOUN': 2}
sūkara,2,1,{'NOUN': 2}
śobhiṣṭha,2,2,{'ADJ': 2}
upaśri,2,2,{'VERB': 2}
sākamukṣ,2,2,{'ADJ': 2}
pariman,2,2,{'VERB': 2}
sugandhi,2,2,{'ADJ': 2}
viṣpita,2,2,{'NOUN': 2}
stipā,2,2,{'NOUN': 2}
can,2,2,{'VERB': 2}
yogya,2,2,{'ADJ': 2}
jenyāvasu,2,2,{'ADJ': 2}
divijā,2,2,{'ADJ': 2}
ṛṣiṣṭuta,2,2,{'ADJ': 2}
arcivat,2,2,{'ADJ': 2}
śulka,2,2,{'NOUN': 2}
parihvṛti,2,2,{'NOUN': 2}
avadhra,2,2,{'ADJ': 2}
si,2,2,{'VERB': 2}
vipracch,2,2,{'VERB': 2}
vibhīdaka,2,2,{'NOUN': 2}
preṅkha,2,2,{'NOUN': 2}
adhipā,2,2,{'NOUN': 2}
enasvat,2,2,{'ADJ': 2}
pratīpa,2,2,{'ADJ': 2}
abhidroha,2,2,{'NOUN': 2}
sākaṃvṛdh,2,2,{'ADJ': 2}
adevayu,2,2,{'ADJ': 2}
saptīvat,2,2,{'ADJ': 2}
nīlavat,2,2,{'ADJ': 2}
mayūkha,2,2,{'NOUN': 2}
upasecana,2,2,"{'ADJ': 1, 'NOUN': 1}"
prāvṛṣ,2,1,{'NOUN': 2}
caniṣkad,2,2,{'VERB': 2}
visarga,2,2,{'NOUN': 2}
tarhaṇa,2,2,{'ADJ': 2}
smṛ,2,2,{'VERB': 2}
pradā,2,2,{'VERB': 2}
satas,2,2,{'ADV': 2}
ulūka,2,2,{'NOUN': 2}
dṛṣad,2,2,{'NOUN': 2}
saṃvanana,2,2,"{'NOUN': 1, 'ADJ': 1}"
ubhayāvin,2,2,{'ADJ': 2}
alar,2,2,{'VERB': 2}
vāvātṛ,2,1,{'NOUN': 2}
prahā,2,2,"{'VERB': 1, 'NOUN': 1}"
duroṣa,2,2,{'ADJ': 2}
paramajyā,2,2,{'ADJ': 2}
durāśir,2,1,{'ADJ': 2}
durhaṇāvat,2,2,{'ADJ': 2}
saṃnaś,2,2,{'VERB': 2}
śyāvaka,2,2,{'NOUN': 2}
kṛpa,2,2,{'NOUN': 2}
yavīyudh,2,2,{'ADJ': 2}
prāvarga,2,2,{'ADJ': 2}
ruṣ,2,2,{'VERB': 2}
sāragha,2,2,"{'ADJ': 1, 'NOUN': 1}"
dāśuri,2,2,{'ADJ': 2}
paridī,2,2,{'VERB': 2}
pīvara,2,2,{'ADJ': 2}
śiñjāra,2,2,{'NOUN': 2}
caidya,2,1,{'NOUN': 2}
taviṣīyu,2,2,{'ADJ': 2}
daśavraja,2,2,{'NOUN': 2}
gośarya,2,2,{'NOUN': 2}
bhiṣajy,2,2,{'VERB': 2}
dīrghaprasadman,2,2,{'ADJ': 2}
heṣas,2,2,{'NOUN': 2}
apāk,2,2,{'ADV': 2}
aṅkuśa,2,2,{'NOUN': 2}
pākatrā,2,2,{'ADV': 2}
dyumnitama,2,2,{'ADJ': 2}
makṣūtama,2,2,{'ADJ': 2}
sotu,2,2,{'NOUN': 2}
vṛṣapsu,2,1,{'ADJ': 2}
viśvamanas,2,2,{'NOUN': 2}
paripad,2,2,{'NOUN': 2}
ulbaṇa,2,2,{'ADJ': 2}
kaśāvat,2,2,{'ADJ': 2}
prabudh,2,2,"{'NOUN': 1, 'ADJ': 1}"
kumāraka,2,2,{'NOUN': 2}
hnu,2,2,{'VERB': 2}
anarvaṇa,2,2,"{'ADJ': 1, 'NOUN': 1}"
niṣṭur,2,2,{'ADJ': 2}
keśya,2,2,{'ADJ': 2}
urā,2,2,{'NOUN': 2}
īḍā,2,2,{'NOUN': 2}
ūrjā,2,2,{'NOUN': 2}
parisrut,2,2,{'ADJ': 2}
nabhāka,2,1,{'NOUN': 2}
vṛthak,2,1,{'ADV': 2}
svarpati,2,2,{'NOUN': 2}
śavasī,2,2,{'NOUN': 2}
śanais,2,2,{'ADV': 2}
manasy,2,2,{'VERB': 2}
are,2,2,{'ADV': 2}
āvay,2,2,{'VERB': 2}
aśvavat,2,2,{'ADJ': 2}
aśvayā,2,2,{'NOUN': 2}
kānīta,2,1,{'NOUN': 2}
saṃnī,2,2,{'VERB': 2}
jalpi,2,2,{'NOUN': 2}
dughā,2,2,{'NOUN': 2}
chanday,2,2,{'VERB': 2}
nighoṣay,2,2,{'VERB': 2}
tyaj,2,2,"{'ADJ': 1, 'VERB': 1}"
vasutti,2,2,{'NOUN': 2}
anuṣṭuti,2,2,{'NOUN': 2}
suṣomā,2,2,{'NOUN': 2}
mur,2,2,"{'NOUN': 1, 'VERB': 1}"
indrota,2,1,{'NOUN': 2}
āśvamedha,2,1,{'NOUN': 2}
ātithigva,2,1,{'NOUN': 2}
saṃśiśvan,2,2,{'ADJ': 2}
saṃvargam,2,2,{'ADV': 2}
nakīm,2,1,{'ADV': 2}
cikīṣ,2,1,{'VERB': 2}
aratni,2,2,{'NOUN': 2}
tṛpti,2,2,{'NOUN': 2}
goṣāti,2,2,{'NOUN': 2}
vimanas,2,2,{'ADJ': 2}
viṣṭapa,2,2,{'NOUN': 2}
madvan,2,2,{'ADJ': 2}
vīrayu,2,2,{'ADJ': 2}
tarasvin,2,1,{'ADJ': 2}
rāṣṭrī,2,2,{'NOUN': 2}
sampracch,2,2,{'VERB': 2}
duvasyu,2,2,{'ADJ': 2}
upadṛś,2,2,{'NOUN': 2}
etādṛś,2,2,{'ADJ': 2}
pavītṛ,2,2,{'NOUN': 2}
śilpa,2,2,{'NOUN': 2}
vṛṣaṇy,2,2,{'VERB': 2}
barhaṇa,2,2,{'ADJ': 2}
yūthya,2,2,{'ADJ': 2}
āyuṣak,2,2,{'ADV': 2}
viśvamejaya,2,2,{'ADJ': 2}
vācamīṅkhaya,2,2,{'ADJ': 2}
gavyayu,2,2,{'ADJ': 2}
parvatāvṛdh,2,2,{'ADJ': 2}
usri,2,2,{'NOUN': 2}
mahīyu,2,2,{'ADJ': 2}
pāvamāna,2,1,{'ADJ': 2}
vivevid,2,2,{'VERB': 2}
gavyaya,2,2,{'ADJ': 2}
druṣad,2,2,{'ADJ': 2}
vibhūvasu,2,2,{'ADJ': 2}
anakṣa,2,2,{'ADJ': 2}
antika,2,2,{'NOUN': 2}
vyānaśi,2,2,{'ADJ': 2}
abhikrand,2,2,{'VERB': 2}
saṃgir,2,2,{'NOUN': 2}
pratarītṛ,2,2,{'NOUN': 2}
suparṇī,2,2,{'NOUN': 2}
pṛtanāj,2,2,{'ADJ': 2}
sanābhi,2,2,{'ADJ': 2}
ajīti,2,2,{'NOUN': 2}
tṛpala,2,2,{'ADJ': 2}
granthi,2,2,{'NOUN': 2}
pavā,2,1,{'NOUN': 2}
māṃścatva,2,1,{'ADJ': 2}
nigut,2,2,{'NOUN': 2}
mānavī,2,2,{'NOUN': 2}
vācaspati,2,2,{'NOUN': 2}
anūpa,2,2,{'NOUN': 2}
svayugvan,2,1,{'NOUN': 2}
ānanda,2,1,{'NOUN': 2}
pramud,2,2,{'NOUN': 2}
pratyardhi,2,2,{'ADJ': 2}
rāma,2,2,{'NOUN': 2}
krīḍumat,2,1,{'ADJ': 2}
tanūtyaj,2,2,{'ADJ': 2}
salakṣman,2,2,{'ADJ': 2}
bata,2,1,"{'NOUN': 1, 'ADV': 1}"
libujā,2,1,{'NOUN': 2}
anupaś,2,2,{'VERB': 2}
gāyatrī,2,2,{'NOUN': 2}
agada,2,2,{'ADJ': 2}
yopay,2,2,{'VERB': 2}
nṛti,2,2,{'NOUN': 2}
āñjana,2,2,"{'ADJ': 1, 'NOUN': 1}"
loga,2,2,{'NOUN': 2}
nyayana,2,2,{'NOUN': 2}
upasecanī,2,2,{'NOUN': 2}
amantu,2,2,{'ADJ': 2}
āyana,2,2,{'NOUN': 2}
śuca,2,1,{'ADJ': 2}
śuj,2,2,{'VERB': 2}
uttarāttāt,2,2,{'ADV': 2}
kṛntatra,2,2,{'NOUN': 2}
ayatha,2,1,{'NOUN': 2}
vyathi,2,1,{'ADJ': 2}
kuruśravaṇa,2,2,{'NOUN': 2}
jasu,2,2,{'NOUN': 2}
śvaśrū,2,2,{'NOUN': 2}
śambhū,2,2,{'ADJ': 2}
rayimat,2,2,{'ADJ': 2}
anāhuti,2,2,{'NOUN': 2}
goarṇas,2,2,{'ADJ': 2}
medin,2,2,{'NOUN': 2}
puroratha,2,2,{'ADJ': 2}
śaphāruj,2,2,{'ADJ': 2}
tūtuma,2,1,{'ADJ': 2}
yena,2,2,{'ADV': 2}
nanu,2,2,{'ADV': 2}
prasādhana,2,2,{'ADJ': 2}
marīci,2,2,{'NOUN': 2}
anumati,2,2,{'NOUN': 2}
pavīravat,2,1,{'ADJ': 2}
gūrta,2,2,{'ADJ': 2}
dabhya,2,2,{'ADJ': 2}
pariviṣ,2,2,{'VERB': 2}
grāmaṇī,2,2,{'ADJ': 2}
svapnas,2,2,{'ADJ': 2}
arhaṇa,2,2,"{'ADJ': 1, 'NOUN': 1}"
plati,2,2,{'NOUN': 2}
tuvīravat,2,1,{'ADJ': 2}
śaśamāna,2,2,{'ADJ': 2}
vimṛś,2,2,{'VERB': 2}
prastu,2,2,{'VERB': 2}
roday,2,2,{'VERB': 2}
anānukṛtya,2,2,{'ADJ': 2}
somavat,2,2,{'ADJ': 2}
prer,2,2,{'VERB': 2}
alakam,2,2,{'ADV': 2}
vidyā,2,2,{'NOUN': 2}
uttānapad,2,1,{'NOUN': 2}
saṃrabh,2,2,{'VERB': 2}
abhīvṛta,2,2,{'ADJ': 2}
śālāvṛka,2,2,{'NOUN': 2}
āghoṣay,2,2,{'VERB': 2}
nṛmedha,2,2,{'NOUN': 2}
uttambh,2,1,{'VERB': 2}
deṣṭra,2,2,{'NOUN': 2}
vyakta,2,2,{'ADJ': 2}
sakthi,2,1,{'NOUN': 2}
vīriṇī,2,1,{'NOUN': 2}
pañcadaśan,2,2,{'ADJ': 2}
lamb,2,1,{'VERB': 2}
vijṛmbh,2,1,{'VERB': 2}
ālabh,2,1,{'VERB': 2}
yatama,2,1,{'PRON': 2}
tīkṣṇa,2,2,{'ADJ': 2}
rodasiprā,2,1,{'ADJ': 2}
